date_maj,score_final,score_surete,score_commercial,action_recommandee,fenetre_action,titre,acheteur,pays_execution,type_notice,justification,publication_number,lien_avis,deadline,date_publication,statut_suivi,date_detection
2026-08-18,9.0,10.0,8.0,contacter,court_terme,First Ukraine Jobs and Private Sector Growth DPO,Ukraine Ministry of Finance,UKR,Projet BM (Active),"Projet BM Active approuve le 2026-06-22 (1040 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510090,https://projects.worldbank.org/en/projects-operations/project-detail/P510090,2027-11-30,2026-06-22,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Response - Recovery - Resilience for Conflict-Affected Communities in Ethiopia Project,,ETH,Projet BM (Active),"Projet BM Active approuve le 2026-06-19 (300 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514453,https://projects.worldbank.org/en/projects-operations/project-detail/P514453,,2026-06-19,nouveau,2026-08-13
2026-08-18,4.4,6.8,2.0,ignorer,court_terme,Nigeria: CBN Technical Assistance (TA) Facility,Central Bank of Nigeria (CBN),NGA,Projet BM (Active),"Projet BM Active approuve le 2026-06-19 (6 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509481,https://projects.worldbank.org/en/projects-operations/project-detail/P509481,2029-06-30,2026-06-19,nouveau,2026-08-13
2026-08-18,6.0,10.0,2.0,surveiller,court_terme,Palestinian Emergency Financing Facility,,PSE,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517411,https://projects.worldbank.org/en/projects-operations/project-detail/P517411,,2026-06-18,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Central African Republic Contingent Emergency Response Project (CERP),Unite de Gestion du Projet des Villes Inclusive et Résilientes (UGP PROVIR),CAF,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (montant n.c.). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517211,https://projects.worldbank.org/en/projects-operations/project-detail/P517211,2032-06-29,2026-06-18,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Liberia: Rural Economic Transformation Project,,LBR,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (59 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P517005,https://projects.worldbank.org/en/projects-operations/project-detail/P517005,,2026-06-18,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,Horn of Africa Initiative: Djibouti Regional Economic Corridor Project,,DJI,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (45 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515737,https://projects.worldbank.org/en/projects-operations/project-detail/P515737,,2026-06-18,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,"Jobs, Social Cohesion and Community Resilience in Northern Mozambique - Phase I",Ministry of Planning and Development,MOZ,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514199,https://projects.worldbank.org/en/projects-operations/project-detail/P514199,2031-06-30,2026-06-18,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,Sustainable Agricultural Value-chains Intensification for Growth (SAVIG),"Ministry of Agriculture and Food Security, Government of Sierra Leone",SLE,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513429,https://projects.worldbank.org/en/projects-operations/project-detail/P513429,2031-06-30,2026-06-18,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Chad Water Security and Resilience Project - PASER,"Chad Urban Water Utility (STE),Ministry of Environment Fishing and Sustainable Development,Ministry of Water and Energy",TCD,Projet BM (Active),"Projet BM Active approuve le 2026-06-18 (156 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P507957,https://projects.worldbank.org/en/projects-operations/project-detail/P507957,2031-06-30,2026-06-18,nouveau,2026-08-13
2026-08-18,6.4,6.8,6.0,surveiller,court_terme,Rural Infrastructure Development Program - Phase 2,Investment Directorate within the Ministry of Economy and Finance,UZB,Projet BM (Active),"Projet BM Active approuve le 2026-06-17 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509427,https://projects.worldbank.org/en/projects-operations/project-detail/P509427,2031-12-31,2026-06-17,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,"Mauritania Improving Education Quality, Results, and Access for All Operation (IQRAA)",Ministry of Education and Reform of the Education Sector (Ministère de l'Education et de la Réforme du Système d’Enseignement),MRT,Projet BM (Active),"Projet BM Active approuve le 2026-06-17 (40 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509243,https://projects.worldbank.org/en/projects-operations/project-detail/P509243,2030-12-31,2026-06-17,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,"Secondary Education Transformation for Access, Relevance, and Results for Jobs",Ministry of Education,GHA,Projet BM (Active),"Projet BM Active approuve le 2026-06-16 (300 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514793,https://projects.worldbank.org/en/projects-operations/project-detail/P514793,2030-06-30,2026-06-16,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Skills Training for Results and Industry-Valued Employment Project,Ministry of Technology and Science,ZMB,Projet BM (Active),"Projet BM Active approuve le 2026-06-16 (80 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514247,https://projects.worldbank.org/en/projects-operations/project-detail/P514247,2031-07-01,2026-06-16,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Dogo-Bis Multipurpose Dam Project Phase 1,"Presidence de la Republique - Bureau of Analysis and Investigation (BAI),",BEN,Projet BM (Active),"Projet BM Active approuve le 2026-06-16 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513979,https://projects.worldbank.org/en/projects-operations/project-detail/P513979,2031-12-31,2026-06-16,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,ALAFIA I- Nourishing Benin's Future Program,Agence Nationale de l’Alimentation et de la Nutrition (ANAN),BEN,Projet BM (Active),"Projet BM Active approuve le 2026-06-16 (150 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509225,https://projects.worldbank.org/en/projects-operations/project-detail/P509225,2031-05-31,2026-06-16,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Togo Transport Connectivity and Logistics Improvement Program,Ministry of Transport,TGO,Projet BM (Active),"Projet BM Active approuve le 2026-06-16 (200 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508939,https://projects.worldbank.org/en/projects-operations/project-detail/P508939,2031-06-30,2026-06-16,nouveau,2026-08-13
2026-08-18,8.0,10.0,6.0,contacter,court_terme,Economic Opportunities for Resilience Project,Ministry of Family and Solidarity,BFA,Projet BM (Active),"Projet BM Active approuve le 2026-06-15 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P511652,https://projects.worldbank.org/en/projects-operations/project-detail/P511652,2031-06-30,2026-06-15,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,court_terme,Electricity Transmission and Reform Project,,CMR,Projet BM (Active),"Projet BM Active approuve le 2026-06-13 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515198,https://projects.worldbank.org/en/projects-operations/project-detail/P515198,,2026-06-13,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Kyrgyz Republic National Irrigation Investment Program,"Water Resources Service under the Ministry of Water Resources, Agriculture and Processing Industry of the Kyrgyz Republic",KGZ,Projet BM (Active),"Projet BM Active approuve le 2026-06-12 (96 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515521,https://projects.worldbank.org/en/projects-operations/project-detail/P515521,2032-12-30,2026-06-12,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Jordan Health Sector Reform Program,Ministry of Health,JOR,Projet BM (Active),"Projet BM Active approuve le 2026-06-12 (349 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508781,https://projects.worldbank.org/en/projects-operations/project-detail/P508781,2031-06-30,2026-06-12,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,court_terme,Enhancing Connectivity and Resilience in the Far North of Cameroon for Inclusiveness Project,,CMR,Projet BM (Active),"Projet BM Active approuve le 2026-06-11 (81 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515832,https://projects.worldbank.org/en/projects-operations/project-detail/P515832,,2026-06-11,nouveau,2026-08-13
2026-08-18,3.2,4.4,2.0,ignorer,court_terme,Tajikistan Water Supply and Sanitation Investment Project,,TJK,Projet BM (Active),"Projet BM Active approuve le 2026-06-11 (6 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P509750,https://projects.worldbank.org/en/projects-operations/project-detail/P509750,,2026-06-11,nouveau,2026-08-13
2026-08-18,4.2,4.4,4.0,ignorer,court_terme,Mauritania Resilience and Productive Safety Nets Program (MRPSNP),"Food Security Commission,Taazour General Delegation",MRT,Projet BM (Active),"Projet BM Active approuve le 2026-06-11 (30 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P508831,https://projects.worldbank.org/en/projects-operations/project-detail/P508831,2029-12-31,2026-06-11,nouveau,2026-08-13
2026-08-18,5.2,4.4,6.0,surveiller,court_terme,Central African Republic (CAR) Emergency Food Crisis Response Project,,CAF,Projet BM (Active),"Projet BM Active approuve le 2026-06-10 (100 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515854,https://projects.worldbank.org/en/projects-operations/project-detail/P515854,,2026-06-10,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Tarbela Fourth Extension Hydropower Project,,PAK,Projet BM (Active),"Projet BM Active approuve le 2026-06-09 (300 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513980,https://projects.worldbank.org/en/projects-operations/project-detail/P513980,,2026-06-09,nouveau,2026-08-13
2026-08-18,4.7,4.4,5.0,surveiller,court_terme,Innovative Finance for Resilient and Sustainable Energy Transition,Ministry of Energy,KGZ,Projet BM (Active),"Projet BM Active approuve le 2026-06-09 (50 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512264,https://projects.worldbank.org/en/projects-operations/project-detail/P512264,2031-12-31,2026-06-09,nouveau,2026-08-13
2026-08-18,5.9,6.8,5.0,surveiller,court_terme,Phase 2 of Improving Nutrition Outcomes Using the Multiphase Programmatic Approach,,MDG,Projet BM (Active),"Projet BM Active approuve le 2026-06-05 (80 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P515594,https://projects.worldbank.org/en/projects-operations/project-detail/P515594,,2026-06-05,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Cote d'Ivoire Private Investment and Productive Jobs DPF1,Minister of Economy and Finance,CIV,Projet BM (Active),"Projet BM Active approuve le 2026-06-05 (400 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P510901,https://projects.worldbank.org/en/projects-operations/project-detail/P510901,2027-11-30,2026-06-05,nouveau,2026-08-13
2026-08-18,8.5,10.0,7.0,contacter,court_terme,Lifting Education Access and Resilience in times of Need in Ukraine Program,,UKR,Projet BM (Active),"Projet BM Active approuve le 2026-06-04 (286 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P516074,https://projects.worldbank.org/en/projects-operations/project-detail/P516074,,2026-06-04,nouveau,2026-08-13
2026-08-18,6.5,10.0,3.0,contacter,court_terme,Integrated Urban Services Emergency Project II,,YEM,Projet BM (Active),"Projet BM Active approuve le 2026-06-04 (21 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514695,https://projects.worldbank.org/en/projects-operations/project-detail/P514695,,2026-06-04,nouveau,2026-08-13
2026-08-18,7.5,10.0,5.0,contacter,court_terme,Yemen Health Nutrition and WASH Project,"UNICEF,WHO",YEM,Projet BM (Active),"Projet BM Active approuve le 2026-06-04 (94 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P514502,https://projects.worldbank.org/en/projects-operations/project-detail/P514502,2029-06-30,2026-06-04,nouveau,2026-08-13
2026-08-18,6.9,6.8,7.0,contacter,court_terme,Moldova Growth and Resilience DPF,Ministry of Finance,MDA,Projet BM (Active),"Projet BM Active approuve le 2026-06-04 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513997,https://projects.worldbank.org/en/projects-operations/project-detail/P513997,2028-12-29,2026-06-04,nouveau,2026-08-13
2026-08-18,5.7,4.4,7.0,surveiller,court_terme,Uganda: Uganda-Tanzania Interconnector Project,Uganda Electricity Transmission Company Limited (UETCL),UGA,Projet BM (Active),"Projet BM Active approuve le 2026-06-04 (250 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P513494,https://projects.worldbank.org/en/projects-operations/project-detail/P513494,2032-12-31,2026-06-04,nouveau,2026-08-13
2026-08-18,6.5,10.0,3.0,contacter,court_terme,Modernizing Public Institutions and Systems in Yemen,United Nations Development Programme,YEM,Projet BM (Active),"Projet BM Active approuve le 2026-06-04 (20 M USD). Signal AMONT : deploiement a venir en amont de l'appel d'offres. Cible : le titulaire qui executera, pas l'agence.",BMP-P512475,https://projects.worldbank.org/en/projects-operations/project-detail/P512475,2031-06-30,2026-06-04,nouveau,2026-08-13
